ID #,State #,District #,State,First Name,Last Name,Party,State and District,Year Entering Congress,Birth Date,Chamber,Gender,Twitter Account,Facebook Account,Wikipedia Data,Congress.gov
203,22,5,Michigan,Dan,Kildee,Democratic,Michigan 5,2013,"August 11, 1958",Representative,Male,https://www.twitter.com/RepDanKildee,https://www.facebook.com/RepDanKildee/,https://en.wikipedia.org/wiki/Dan_Kildee,https://www.congress.gov/member/daniel-kildee/K000380
204,22,6,Michigan,Fred,Upton,Republican,Michigan 6,1987,"April 23, 1953",Representative,Male,https://www.twitter.com/RepFredUpton,https://www.facebook.com/RepFredUpton/,https://en.wikipedia.org/wiki/Fred_Upton,https://www.congress.gov/member/fred-upton/U000031
205,22,7,Michigan,Tim,Walberg,Republican,Michigan 7,2011,"April 12, 1951",Representative,Male,https://www.twitter.com/RepWalberg,https://www.facebook.com/RepWalberg/,https://en.wikipedia.org/wiki/Tim_Walberg,https://www.congress.gov/member/tim-walberg/W000798
206,22,8,Michigan,Mike,Bishop,Republican,Michigan 8,2015,"March 18, 1967",Representative,Male,https://www.twitter.com/RepMikeBishop,https://www.facebook.com/RepMikeBishop/,https://en.wikipedia.org/wiki/Mike_Bishop_(politician),https://www.congress.gov/member/mike-bishop/B001293
207,22,9,Michigan,Sander,Levin,Democratic,Michigan 9,1983,"September 6, 1931",Representative,Male,https://www.twitter.com/RepSandyLevin,https://www.facebook.com/RepSandyLevin/,https://en.wikipedia.org/wiki/Sander_Levin,https://www.congress.gov/member/sander-levin/L000263
208,22,10,Michigan,Paul,Mitchell,Republican,Michigan 10,2017,"May 8, 1961",Representative,Male,https://www.twitter.com/RepPaulMitchell,https://www.facebook.com/reppaulmitchell/,https://en.wikipedia.org/wiki/Paul_Mitchell_(politician),https://www.congress.gov/member/paul-mitchell/M001201
209,22,11,Michigan,David,Trott,Republican,Michigan 11,2015,"October 16, 1960",Representative,Male,https://www.twitter.com/RepDaveTrott,https://www.facebook.com/RepDaveTrott/,https://en.wikipedia.org/wiki/Dave_Trott_(politician),https://www.congress.gov/member/david-trott/T000475
210,22,12,Michigan,Debbie,Dingell,Democratic,Michigan 12,2015,"November 23, 1953",Representative,Female,https://www.twitter.com/RepDebSingell1,https://www.facebook.com/RepDebbieDingell/,https://en.wikipedia.org/wiki/Debbie_Dingell,https://www.congress.gov/member/debbie-dingell/D000624
211,22,13,Michigan,John,Conyers,Democratic,Michigan 13,1965,"May 16, 1929",Representative,Male,https://www.twitter.com/RepJohnConyers,https://www.facebook.com/CongressmanConyers/,https://en.wikipedia.org/wiki/John_Conyers,https://www.congress.gov/member/john-conyers/C000714
212,22,14,Michigan,Brenda,Lawrence,Democratic,Michigan 14,2015,"October 18, 1954",Representative,Female,https://www.twitter.com/RepLawrence,https://www.facebook.com/Rep-Brenda-Lawrence-395759603917487/,https://en.wikipedia.org/wiki/Brenda_Lawrence,https://www.congress.gov/member/brenda-lawrence/L000581
213,23,1,Minnesota,Tim,Walz,Democratic,Minnesota 1,2007,"April 6, 1964",Representative,Male,https://www.twitter.com/RepTimWalz,https://www.facebook.com/UsRepRickNolan/,https://en.wikipedia.org/wiki/Tim_Walz,https://www.congress.gov/member/timothy-walz/W000799
214,23,2,Minnesota,Jason,Lewis,Republican,Minnesota 2,2017,"September 23, 1955",Representative,Male,https://www.twitter.com/RepJasonLewis,https://www.facebook.com/RepJasonLewis/,https://en.wikipedia.org/wiki/Jason_Lewis_(congressman),https://www.congress.gov/member/jason-lewis/L000587
215,23,3,Minnesota,Erik,Paulsen,Republican,Minnesota 3,2009,"May 14, 1965",Representative,Male,https://www.twitter.com/RepErikPaulsen,https://www.facebook.com/CongressmanErikPaulsen/,https://en.wikipedia.org/wiki/Erik_Paulsen,https://www.congress.gov/member/erik-paulsen/P000594
216,23,4,Minnesota,Betty,McCollum,Democratic,Minnesota 4,2001,"July 12, 1954",Representative,Female,https://www.twitter.com/BetyMcCollum04,https://www.facebook.com/repbettymccollum/,https://en.wikipedia.org/wiki/Betty_McCollum,https://www.congress.gov/member/betty-mccollum/M001143
217,23,5,Minnesota,Keith,Ellison,Democratic,Minnesota 5,2007,"August 4, 1963",Representative,Male,https://www.twitter.com/KeithEllison,https://www.facebook.com/Keith.Ellison/,https://en.wikipedia.org/wiki/Keith_Ellison,https://www.congress.gov/member/keith-ellison/E000288
218,23,6,Minnesota,Tom,Emmer,Republican,Minnesota 6,2015,"March 3, 1961",Representative,Male,https://www.twitter.com/RepTomEmmer,https://www.facebook.com/reptomemmer/,https://en.wikipedia.org/wiki/Tom_Emmer,https://www.congress.gov/member/tom-emmer/E000294
219,23,7,Minnesota,Collin,Peterson,Democratic,Minnesota 7,1991,"June 29, 1944",Representative,Male,https://www.twitter.com/CollinPeterson,https://www.facebook.com/Collin-Peterson-6595227967/,https://en.wikipedia.org/wiki/Collin_Peterson,https://www.congress.gov/member/collin-peterson/P000258
220,23,8,Minnesota,Rick,Nolan,Democratic,Minnesota 8,2013,"December 17, 1943",Representative,Male,https://www.twitter.com/USRepRickNolan,https://www.facebook.com/UsRepRickNolan/,https://en.wikipedia.org/wiki/Rick_Nolan,https://www.congress.gov/member/richard-nolan/N000127
221,24,1,Mississippi,Trent,Kelly,Republican,Mississippi 1,2015,"March 1, 1966",Representative,Male,https://www.twitter.com/RepTrentKelly,https://www.facebook.com/RepTrentKelly/,https://en.wikipedia.org/wiki/Trent_Kelly,https://www.congress.gov/member/trent-kelly/K000388
222,24,2,Mississippi,Bennie,Thompson,Democratic,Mississippi 2,1993,"January 28, 1948",Representative,Male,https://www.twitter.com/BennieGThompson,https://www.facebook.com/CongressmanBennieGThompson/,https://en.wikipedia.org/wiki/Bennie_Thompson,https://www.congress.gov/member/bennie-thompson/T000193
223,24,3,Mississippi,Gregg,Harper,Republican,Mississippi 3,2009,"June 1, 1956",Representative,Male,https://www.twitter.com/GregHarper,https://www.facebook.com/GreggHarper/,https://en.wikipedia.org/wiki/Gregg_Harper,https://www.congress.gov/member/gregg-harper/H001045
224,24,4,Mississippi,Steven,Palazzo,Republican,Mississippi 4,2011,"February 21, 1970",Representative,Male,https://www.twitter.com/CongPalazo,https://www.facebook.com/stevenpalazzo/,https://en.wikipedia.org/wiki/Steven_Palazzo,https://www.congress.gov/member/steven-palazzo/P000601
225,25,1,Missouri,William Lacy,Clay Jr.,Democratic,Missouri 1,2001,"July 27, 1956",Representative,Male,https://www.twitter.com/LacyClayMO,https://www.facebook.com/CongressmanClayMO1/,https://en.wikipedia.org/wiki/Lacy_Clay,https://www.congress.gov/member/wm-clay/C001049
226,25,2,Missouri,Ann,Wagner,Republican,Missouri 2,2013,"September 13, 1962",Representative,Female,https://www.twitter.com/RepAnnWagner,https://www.facebook.com/RepAnnWagner/,https://en.wikipedia.org/wiki/Ann_Wagner,https://www.congress.gov/member/ann-wagner/W000812
227,25,3,Missouri,Blaine,Luetkemeyer,Republican,Missouri 3,2009,"May 7, 1952",Representative,Male,https://www.twitter.com/RepBlainePress,https://www.facebook.com/BlaineLuetkemeyer/,https://en.wikipedia.org/wiki/Blaine_Luetkemeyer,https://www.congress.gov/member/blaine-luetkemeyer/L000569
228,25,4,Missouri,Vicky,Hartzler,Republican,Missouri 4,2011,"October 13, 1960",Representative,Female,https://www.twitter.com/RepHartzler,https://www.facebook.com/Congresswoman.Hartzler/,https://en.wikipedia.org/wiki/Vicky_Hartzler,https://www.congress.gov/member/vicky-hartzler/H001053
229,25,5,Missouri,Emanuel,Cleaver,Democratic,Missouri 5,2005,"October 26, 1944",Representative,Male,https://www.twitter.com/RepCleaver,https://www.facebook.com/emanuelcleaverii/,https://en.wikipedia.org/wiki/Emanuel_Cleaver,https://www.congress.gov/member/emanuel-cleaver/C001061
230,25,6,Missouri,Sam,Graves,Republican,Missouri 6,2001,"November 7, 1963",Representative,Male,https://www.twitter.com/RepSamGraves,https://www.facebook.com/RepSamGraves/,https://en.wikipedia.org/wiki/Sam_Graves,https://www.congress.gov/member/sam-graves/G000546
231,25,7,Missouri,Billy,Long,Republican,Missouri 7,2011,"August 11, 1955",Representative,Male,https://www.twitter.com/USRepLong,https://www.facebook.com/BillyLongforCongress/,https://en.wikipedia.org/wiki/Billy_Long,https://www.congress.gov/member/billy-long/L000576
232,25,8,Missouri,Jason,Smith,Republican,Missouri 8,2013,"June 16, 1980",Representative,Male,https://www.twitter.com/RepJasonSmith,https://www.facebook.com/repjasonsmith/,https://en.wikipedia.org/wiki/Jason_T._Smith,https://www.congress.gov/member/jason-smith/S001195
233,26,1,Montana At Large,None,None,None,Montana At Large,None,,Representative,,,,,
234,27,1,Nebraska,Jeff,Fortenberry,Republican,Nebraska 1,2005,"December 27, 1960",Representative,Male,https://www.twitter.com/JeffFortenberry,https://www.facebook.com/jefffortenberry/,https://en.wikipedia.org/wiki/Jeff_Fortenberry,https://www.congress.gov/member/jeff-fortenberry/F000449
235,27,2,Nebraska,Don,Bacon,Republican,Nebraska 2,2017,"August 16, 1963",Representative,Male,https://www.twitter.com/RepDonBacon,https://www.facebook.com/RepDonBacon/,https://en.wikipedia.org/wiki/Don_Bacon_(politician),https://www.congress.gov/member/don-bacon/B001298
236,27,3,Nebraska,Adrian,Smith,Republican,Nebraska 3,2007,"December 19, 1970",Representative,Male,https://www.twitter.com/RepAdrianSmith,https://www.facebook.com/AdrianSmithNE/,https://en.wikipedia.org/wiki/Adrian_Smith_(politician),https://www.congress.gov/member/adrian-smith/S001172
237,28,1,Nevada,Dina,Titus,Democratic,Nevada 1,2013,"May 23, 1950",Representative,Female,https://www.twitter.com/RepDinaTitus,https://www.facebook.com/CongresswomanTitus/,https://en.wikipedia.org/wiki/Dina_Titus,https://www.congress.gov/member/dina-titus/T000468
238,28,2,Nevada,Mark,Amodei,Republican,Nevada 2,2011,"June 12, 1958",Representative,Male,https://www.twitter.com/MarkAmodeiNV2,https://www.facebook.com/MarkAmodeiNV2/,https://en.wikipedia.org/wiki/Mark_Amodei,https://www.congress.gov/member/mark-amodei/A000369
239,28,3,Nevada,Jacky,Rosen,Democratic,Nevada 3,2017,"August 2, 1957",Representative,Female,https://www.twitter.com/RosenforNevada,https://www.facebook.com/rosenfornevada/,https://en.wikipedia.org/wiki/Jacky_Rosen,https://www.congress.gov/member/jacky-rosen/R000608
240,28,4,Nevada,Ruben,Kihuen,Democratic,Nevada 4,2017,"April 25, 1980",Representative,Male,https://www.twitter.com/repkihuen,https://www.facebook.com/RepKihuen/,https://en.wikipedia.org/wiki/Ruben_Kihuen,https://www.congress.gov/member/ruben-kihuen/K000390
241,29,1,New Hampshire,Carol,Shea-Porter,Democratic,New Hampshire 1,2017,"December 2, 1952",Representative,Female,https://www.twitter.com/repsheaporter,https://www.facebook.com/Carol-Shea-Porter-7838176883/,https://en.wikipedia.org/wiki/Carol_Shea-Porter,https://www.congress.gov/member/carol-shea-porter/S001170
242,29,2,New Hampshire,Ann,McLane Kuster,Democratic,New Hampshire 2,2013,"September 5, 1956",Representative,Female,https://www.twitter.com/RepAnnieKuster,https://www.facebook.com/kuster/,https://en.wikipedia.org/wiki/Ann_McLane_Kuster,https://www.congress.gov/member/ann-kuster/K000382
243,30,1,New Jersey,Donald,Norcross,Democratic,New Jersey 1,2014,"December 13, 1958",Representative,Male,https://www.twitter.com/DonaldNorcross,https://www.facebook.com/DonaldNorcrossNJ/,https://en.wikipedia.org/wiki/Donald_Norcross,https://www.congress.gov/member/donald-norcross/N000188
244,30,2,New Jersey,Frank,LoBiondo,Republican,New Jersey 2,1995,"May 12, 1946",Representative,Male,https://www.twitter.com/RepLoBiondo,https://www.facebook.com/LoBiondoForCongress/,https://en.wikipedia.org/wiki/Frank_LoBiondo,https://www.congress.gov/member/frank-lobiondo/L000554
245,30,3,New Jersey,Tom,MacArthur,Republican,New Jersey 3,2015,"October 16, 1960",Representative,Male,https://www.twitter.com/RepTomMacArthur,https://www.facebook.com/CongressmanTomMacArthur/,https://en.wikipedia.org/wiki/Tom_MacArthur,https://www.congress.gov/member/thomas-macarthur/M001193
246,30,4,New Jersey,Chris,Smith,Republican,New Jersey 4,1981,"March 4, 1953",Representative,Male,https://www.twitter.com/RepChrisSmith,https://www.facebook.com/RepChrisSmith/,https://en.wikipedia.org/wiki/Chris_Smith_(New_Jersey_politician),https://www.congress.gov/member/christopher-smith/S000522
247,30,5,New Jersey,Josh,Gottheimer,Democratic,New Jersey 5,2017,"March 8, 1975",Representative,Male,https://www.twitter.com/RepJoshG,https://www.facebook.com/RepJoshG/,https://en.wikipedia.org/wiki/Josh_Gottheimer,https://www.congress.gov/member/josh-gottheimer/G000583
248,30,6,New Jersey,Frank,Pallone,Democratic,New Jersey 6,1988,"October 30, 1951",Representative,Male,https://www.twitter.com/FrankPallone,https://www.facebook.com/RepFrankPallone/,https://en.wikipedia.org/wiki/Frank_Pallone,https://www.congress.gov/member/frank-pallone/P000034
249,30,7,New Jersey,Leonard,Lance,Republican,New Jersey 7,2009,"June 25, 1952",Representative,Male,https://www.twitter.com/RepLanceNY7,https://www.facebook.com/CongressmanLance/,https://en.wikipedia.org/wiki/Leonard_Lance,https://www.congress.gov/member/leonard-lance/L000567
250,30,8,New Jersey,Albio,Sires,Democratic,New Jersey 8,2006,"January 26, 1951",Representative,Male,https://www.twitter.com/RepSires,https://www.facebook.com/RepAlbioSires/,https://en.wikipedia.org/wiki/Albio_Sires,https://www.congress.gov/member/albio-sires/S001165
251,30,9,New Jersey,Bill,Pascrell,Democratic,New Jersey 9,1997,"January 25, 1937",Representative,Male,https://www.twitter.com/BilPascrell,https://www.facebook.com/pascrell/,https://en.wikipedia.org/wiki/Bill_Pascrell,https://www.congress.gov/member/william-pascrell/P000096
252,30,10,New Jersey,Donald,Payne Jr.,Democratic,New Jersey 10,2012,"December 17, 1958",Representative,Male,https://www.twitter.com/RepDonaldPayne,https://www.facebook.com/DonaldPayneJr/,https://en.wikipedia.org/wiki/Donald_Payne_Jr.,https://www.congress.gov/member/donald-payne/P000604
253,30,11,New Jersey,Rodney,Frelinghuysen,Republican,New Jersey 11,1995,"April 29, 1946",Representative,Male,https://www.twitter.com/USRepRodney,https://www.facebook.com/rfrelinghuysen/,https://en.wikipedia.org/wiki/Rodney_Frelinghuysen,https://www.congress.gov/member/rodney-frelinghuysen/F000372
254,30,12,New Jersey,Bonnie,Watson Coleman,Democratic,New Jersey 12,2015,"February 6, 1945",Representative,Female,https://www.twitter.com/RepBWColement,https://www.facebook.com/RepBonnie/,https://en.wikipedia.org/wiki/Bonnie_Watson_Coleman,https://www.congress.gov/memer/bonnie-watson-coleman/W000822
255,31,1,New Mexico,Michelle,Lujan Grisham,Democratic,New Mexico 1,2013,"October 24, 1959",Representative,Female,https://www.twitter.com/RepLujanGrisham,https://www.facebook.com/RepLujanGrisham/,https://en.wikipedia.org/wiki/Michelle_Lujan_Grisham,https://www.congress.gov/member/michelle-lujan-grisham/L000580
256,31,2,New Mexico,Steve,Pearce,Republican,New Mexico 2,2011,"August 24, 1947",Representative,Male,https://www.twitter.com/RepStevePearce,https://www.facebook.com/RepStevePearce/,https://en.wikipedia.org/wiki/Steve_Pearce_(politician),https://www.congress.gov/member/stevan-pearce/P000588
257,31,3,New Mexico,Ben,Luján,Democratic,New Mexico 3,2009,"June 7, 1972",Representative,Male,https://www.twitter.com/RepBenrayLujan,https://www.facebook.com/RepBenRayLujan/,https://en.wikipedia.org/wiki/Ben_Ray_Luján,https://www.congress.gov/member/ben-lujan/L000570
258,32,1,New York,Lee,Zeldin,Republican,New York 1,2015,"January 30, 1980",Representative,Male,https://www.twitter.com/RepLeeZeldin,https://www.facebook.com/RepLeeZeldin/,https://en.wikipedia.org/wiki/Lee_Zeldin,https://www.congress.gov/member/lee-zeldin/Z000017
259,32,2,New York,Peter,King,Republican,New York 2,1993,"April 5, 1944",Representative,Male,https://www.twitter.com/RepPeteKing,https://www.facebook.com/reppeteking/,https://en.wikipedia.org/wiki/Peter_T._King,https://www.congress.gov/member/peter-king/K000210
260,32,3,New York,Thomas,Suozzi,Democratic,New York 3,2017,"August 31, 1962",Representative,Male,https://www.twitter.com/RepTomSuozzi,https://www.facebook.com/RepTomSuozzi/,https://en.wikipedia.org/wiki/Thomas_Suozzi,https://www.congress.gov/member/thomas-suozzi/S001201
261,32,4,New York,Kathleen,Rice,Democratic,New York 4,2015,"February 15, 1965",Representative,Female,https://www.twitter.com/RepKathleenRice,https://www.facebook.com/RepKathleenRice/,https://en.wikipedia.org/wiki/Kathleen_Rice,https://www.congress.gov/member/kathleen-rice/R000602
262,32,5,New York,Gregory,Meeks,Democratic,New York 5,1998,"September 25, 1953",Representative,Male,https://www.twitter.com/GregoryMeeks,https://www.facebook.com/gregorymeeksny05/,https://en.wikipedia.org/wiki/Gregory_Meeks,https://www.congress.gov/member/gregory-meeks/M001137
263,32,6,New York,Grace,Meng,Democratic,New York 6,2013,"October 1, 1975",Representative,Female,https://www.twitter.com/RepGraceMeng,https://www.facebook.com/repgracemeng/,https://en.wikipedia.org/wiki/Grace_Meng,https://www.congress.gov/member/grace-meng/M001188
264,32,7,New York,Nydia,Velázquez,Democratic,New York 7,1993,"March 28, 1953",Representative,Female,https://www.twitter.com/NydiaVelazquez,https://www.facebook.com/RepNydiaVelazquez/,https://en.wikipedia.org/wiki/Nydia_Velázquez,https://www.congress.gov/member/nydia-velazquez/V000081
265,32,8,New York,Hakeem,Jeffries,Democratic,New York 8,2013,"August 4, 1970",Representative,Male,https://www.twitter.com/RepJeffries,https://www.facebook.com/RepHakeemJeffries/,https://en.wikipedia.org/wiki/Hakeem_Jeffries,https://www.congress.gov/member/hakeem-jeffries/J000294
266,32,9,New York,Yvette,Clarke,Democratic,New York 9,2007,"November 21, 1964",Representative,Female,https://www.twitter.com/YvetteClarke,https://www.facebook.com/repyvettedclarke/,https://en.wikipedia.org/wiki/Yvette_Clarke,https://www.congress.gov/member/yvette-clarke/C001067
267,32,10,New York,Jerrold,Nadler,Democratic,New York 10,1992,"June 13, 1947",Representative,Male,https://www.twitter.com/RepJerryNadler,https://www.facebook.com/CongressmanNadler/,https://en.wikipedia.org/wiki/Jerrold_Nadler,https://www.congress.gov/member/jerrold-nadler/N000002
268,32,11,New York,Dan,Donovan,Republican,New York 11,2015,"November 6, 1956",Representative,Male,https://www.twitter.com/RepDanDonovan,https://www.facebook.com/RepDanDonovan/,https://en.wikipedia.org/wiki/Dan_Donovan_(politician),https://www.congress.gov/member/daniel-donovan/D000625
269,32,12,New York,Carolyn,Maloney,Democratic,New York 12,1993,"February 19, 1946",Representative,Female,https://www.twitter.com/RepMaloney,https://www.facebook.com/CarolynMaloney/,https://en.wikipedia.org/wiki/Carolyn_Maloney,https://www.congress.gov/member/carolyn-maloney/M000087
270,32,13,New York,Adriano,Espaillat,Democratic,New York 13,2017,"September 27, 1954",Representative,Male,https://www.twitter.com/EspaillatNY,https://www.facebook.com/RepEspaillat/,https://en.wikipedia.org/wiki/Adriano_Espaillat,https://www.congress.gov/member/adriano-espaillat/E000297
271,32,14,New York,Joseph,Crowley,Democratic,New York 14,1999,"March 16, 1962",Representative,Male,https://www.twitter.com/RepJoeCrowley,https://www.facebook.com/repjoecrowley/,https://en.wikipedia.org/wiki/Joseph_Crowley,https://www.congress.gov/member/joseph-crowley/C001038
272,32,15,New York,José,Serrano,Democratic,New York 15,1990,"October 24, 1943",Representative,Male,https://www.twitter.com/RepJoseSerrano,https://www.facebook.com/RepJoseSerrano/,https://en.wikipedia.org/wiki/José_E._Serrano,https://www.congress.gov/member/jose-serrano/S000248
273,32,16,New York,Eliot,Engel,Democratic,New York 16,1989,"February 18, 1947",Representative,Male,https://www.twitter.com/RepElliotEngel,https://www.facebook.com/RepEliotLEngel/,https://en.wikipedia.org/wiki/Eliot_Engel,https://www.congress.gov/member/eliot-engel/E000179
274,32,17,New York,Nita,Lowey,Democratic,New York 17,1989,"July 5, 1937",Representative,Female,https://www.twitter.com/NitaLowey,https://www.facebook.com/nitalowey/,https://en.wikipedia.org/wiki/Nita_Lowey,https://www.congress.gov/member/nita-lowey/L000480
275,32,18,New York,Sean Patrick,Maloney,Democratic,New York 18,2013,"July 30, 1966",Representative,Male,https://www.twitter.com/RepSeanMaloney,https://www.facebook.com/repseanmaloney/,https://en.wikipedia.org/wiki/Sean_Patrick_Maloney,https://www.congress.gov/member/sean-maloney/M001185
276,32,19,New York,John,Faso,Republican,New York 19,2017,"August 25, 1952",Representative,Male,https://www.twitter.com/RepJohnFaso,https://www.facebook.com/RepJohnFaso/,https://en.wikipedia.org/wiki/John_Faso,https://www.congress.gov/member/john-faso/F000464
277,32,20,New York,Paul,Tonko,Democratic,New York 20,2009,"June 18, 1949",Representative,Male,https://www.twitter.com/RepPaulTonko,https://www.facebook.com/reppaultonko/,https://en.wikipedia.org/wiki/Paul_Tonko,https://www.congress.gov/member/paul-tonko/T000469
278,32,21,New York,Elise,Stefanik,Republican,New York 21,2015,"July 2, 1984",Representative,Female,https://www.twitter.com/RepStefanik,https://www.facebook.com/RepEliseStefanik/,https://en.wikipedia.org/wiki/Elise_Stefanik,https://www.congress.gov/member/elise-stefanik/S001196
279,32,22,New York,Claudia,Tenney,Republican,New York 22,2017,"February 4, 1961",Representative,Female,https://www.twitter.com/RepTenney,https://www.facebook.com/RepClaudiaTenney/,https://en.wikipedia.org/wiki/Claudia_Tenney,https://www.congress.gov/member/claudia-tenney/T000478
280,32,23,New York,Tom,Reed,Republican,New York 23,2010,"November 18, 1971",Representative,Male,https://www.twitter.com/RepTomReed,https://www.facebook.com/RepTomReed/,https://en.wikipedia.org/wiki/Tom_Reed_(politician),https://www.congress.gov/member/tom-reed/R000585
281,32,24,New York,John,Katko,Republican,New York 24,2015,"November 9, 1962",Representative,Male,https://www.twitter.com/RepJohnKatko,https://www.facebook.com/RepJohnKatko/,https://en.wikipedia.org/wiki/John_Katko,https://www.congress.gov/member/john-katko/K000386
282,32,25,New York,Louise,Slaughter,Democratic,New York 25,1987,"August 14, 1929",Representative,Female,https://www.twitter.com/LouiseSlaughter,https://www.facebook.com/RepLouiseSlaughter/,https://en.wikipedia.org/wiki/Louise_Slaughter,https://www.congress.gov/member/louise-slaughter/S000480
283,32,26,New York,Brian,Higgins,Democratic,New York 26,2005,"October 6, 1959",Representative,Male,https://www.twitter.com/RepBrianHiggins,https://www.facebook.com/RepBrianHiggins/,https://en.wikipedia.org/wiki/Brian_Higgins,https://www.congress.gov/member/brian-higgins/H001038
284,32,27,New York,Chris,Collins,Republican,New York 27,2013,"May 20, 1950",Representative,Male,https://www.twitter.com/RepChrisCollins,https://www.facebook.com/RepChrisCollins/,https://en.wikipedia.org/wiki/Chris_Collins_(U.S._politician),https://www.congress.gov/member/chris-collins/C001092
285,33,1,North Carolina,G. K.,Butterfield,Democratic,North Carolina 1,2004,"April 27, 1947",Representative,Male,https://www.twitter.com/GKButterfield,https://www.facebook.com/congressmangkbutterfield/,https://en.wikipedia.org/wiki/G._K._Butterfield,https://www.congress.gov/member/g-k-butterfield/B001251
286,33,2,North Carolina,George,Holding,Republican,North Carolina 2,2013,"April 17, 1968",Representative,Male,https://www.twitter.com/RepHolding,https://www.facebook.com/CongressmanGeorgeHolding/,https://en.wikipedia.org/wiki/George_Holding,https://www.congress.gov/member/george-holding/H001065
287,33,3,North Carolina,Walter,Jones Jr.,Republican,North Carolina 3,1995,"February 10, 1943",Representative,Male,https://www.twitter.com/RepWalterJones,https://www.facebook.com/RepWalterBJones/,https://en.wikipedia.org/wiki/Walter_B._Jones_Jr.,https://www.congress.gov/member/walter-jones/J000255
288,33,4,North Carolina,David,Price,Democratic,North Carolina 4,1997,"August 17, 1940",Representative,Male,https://www.twitter.com/RepDavidEPrice,https://www.facebook.com/RepDavidEPrice/,https://en.wikipedia.org/wiki/David_Price_(U.S._politician),https://www.congress.gov/member/david-price/P000523
289,33,5,North Carolina,Virginia,Foxx,Republican,North Carolina 5,2005,"June 29, 1943",Representative,Female,https://www.twitter.com/VirginiaFoxx,https://www.facebook.com/wheresfoxx/,https://en.wikipedia.org/wiki/Virginia_Foxx,https://www.congress.gov/member/virginia-foxx/F000450
290,33,6,North Carolina,Mark,Walker,Republican,North Carolina 6,2015,"May 20, 1969",Representative,Male,https://www.twitter.com/RepMarkWalker,https://www.facebook.com/RepMarkWalker/,https://en.wikipedia.org/wiki/Mark_Walker_(North_Carolina_politician),https://www.congress.gov/member/mark-walker/W000819
291,33,7,North Carolina,David,Rouzer,Republican,North Carolina 7,2015,"February 16, 1972",Representative,Male,https://www.twitter.com/RepDavidRouzer,https://www.facebook.com/RepRouzer/,https://en.wikipedia.org/wiki/David_Rouzer,https://www.congress.gov/member/david-rouzer/R000603
292,33,8,North Carolina,Richard,Hudson,Republican,North Carolina 8,2013,"November 4, 1971",Representative,Male,https://www.twitter.com/RepRichHudson,https://www.facebook.com/RepRichHudson/,https://en.wikipedia.org/wiki/Richard_Hudson_(U.S._politician),https://www.congress.gov/member/richard-hudson/H001067
293,33,9,North Carolina,Robert,Pittenger,Republican,North Carolina 9,2013,"August 15, 1948",Representative,Male,https://www.twitter.com/RepPittenger,https://www.facebook.com/congressmanpittenger/,https://en.wikipedia.org/wiki/Robert_Pittenger,https://www.congress.gov/member/robert-pittenger/P000606
294,33,10,North Carolina,Patrick,McHenry,Republican,North Carolina 10,2005,"October 22, 1975",Representative,Male,https://www.twitter.com/PatrickMcHenry,https://www.facebook.com/CongressmanMcHenry/,https://en.wikipedia.org/wiki/Patrick_McHenry,https://www.congress.gov/member/patrick-mchenry/M001156
295,33,11,North Carolina,Mark,Meadows,Republican,North Carolina 11,2013,"July 28, 1959",Representative,Male,https://www.twitter.com/RepMarkMeadows,https://www.facebook.com/Repmarkmeadows/,https://en.wikipedia.org/wiki/Mark_Meadows_(North_Carolina_politician),https://www.congress.gov/member/mark-meadows/M001187
296,33,12,North Carolina,Alma,Adams,Democratic,North Carolina 12,2014,"May 27, 1946",Representative,Female,https://www.twitter.com/RepAdams,https://www.facebook.com/CongresswomanAdams/,https://en.wikipedia.org/wiki/Alma_Adams,https://www.congress.gov/member/alma-adams/A000370
297,33,13,North Carolina,Ted,Budd,Republican,North Carolina 13,2017,"October 21, 1971",Representative,Male,https://www.twitter.com/RepTedBudd,https://www.facebook.com/tedbuddforcongress/,https://en.wikipedia.org/wiki/Ted_Budd,https://www.congress.gov/member/ted-budd/B001305
298,34,1,North Dakota At Large,Kevin,Cramer,Republican,North Dakota At Large,2013,"January 21, 1961",Representative,Male,https://www.twitter.com/RepKevinCramer,https://www.facebook.com/CongressmanKevinCramer/,https://en.wikipedia.org/wiki/Kevin_Cramer,https://www.congress.gov/member/kevin-cramer/C001096
299,35,1,Ohio,Steve,Chabot,Republican,Ohio 1,2011,"January 22, 1953",Representative,Male,https://www.twitter.com/RepSteveChabot,https://www.facebook.com/RepSteveChabot/,https://en.wikipedia.org/wiki/Steve_Chabot,https://www.congress.gov/member/steve-chabot/C000266
300,35,2,Ohio,Brad,Wenstrup,Republican,Ohio 2,2013,"June 17, 1958",Representative,Male,https://www.twitter.com/RepBradWenstrup,https://www.facebook.com/RepBradWenstrup/,https://en.wikipedia.org/wiki/Brad_Wenstrup,https://www.congress.gov/member/brad-wenstrup/W000815
301,35,3,Ohio,Joyce,Beatty,Democratic,Ohio 3,2013,"March 12, 1950",Representative,Female,https://www.twitter.com/RepBeatty,https://www.facebook.com/RepJoyceBeatty/,https://en.wikipedia.org/wiki/Joyce_Beatty,https://www.congress.gov/member/joyce-beatty/B001281
302,35,4,Ohio,Jim,Jordan,Republican,Ohio 4,2007,"February 17, 1964",Representative,Male,https://www.twitter.com/Jim_Jordan,https://www.facebook.com/repjimjordan/,https://en.wikipedia.org/wiki/Jim_Jordan_(U.S._politician),https://www.congress.gov/member/jim-jordan/J000289
